,x
2,10.14772724627328
6,11.906684391623523
8,8.696510594456768
9,19.858604256723904
12,1.1285945023820974
13,14.828593614917487
14,16.217303383513148
15,16.40690144601286
16,4.562882707546085
17,3.5126919362651976
19,13.493270123542809
21,2.446609646742793
22,8.231260384503587
23,11.9185700661073
26,6.309891786629312
28,2.7809280344196026
30,4.138773802915923
31,3.5100343804276317
33,7.469561105399046
34,10.090157083328165
38,3.987223941593289
39,8.475600634889677
40,16.813018629795266
45,2.03794207734841
47,14.254344468495002
48,9.818754256734028
49,4.574127521242232
55,17.52750672728808
59,7.041621369176521
60,17.314716029977394
62,5.681820248229613
63,8.12394518506609
64,14.193457022900278
69,16.690959536657683
74,14.354553686606913
75,3.85760580923928
77,4.131771307100463
79,12.7708523938357
81,5.830091454817862
83,1.7504803291098054
85,10.307959557638894
86,3.113704431908062
87,2.810648583784015
88,17.40636854728694
93,3.1927022795298985
100,7.011175298701122
101,15.521435345837217
104,1.127158089586608
105,3.1014618421260582
111,1.5839335761458124
112,3.616180110119612
118,19.31765151919803
120,10.142592009259268
121,7.678711093481927
122,2.0816262498173077
124,19.01573075237504
126,2.1410620815608605
127,3.3248326243034456
129,19.802373099645234
133,6.574668740571023
134,4.332686438114662
135,12.50087932626939
137,4.976216572967414
140,11.374394303345682
142,9.368376518200725
143,8.278712753769836
146,1.0189795117639544
147,10.300100012728956
149,19.827616157694404
150,5.642732837621883
151,6.442165373403215
152,2.2830541723805964
154,4.00548855430465
159,7.2207126362226095
161,7.661217469041351
164,9.493011657493172
165,10.037312685064336
168,3.5155570621295866
169,14.87107113122764
172,13.410865645450452
174,13.637427478004124
175,7.490797472836425
178,14.897367063722827
179,11.622517086932897
181,7.376533587940244
182,19.87304764085579
189,2.6409821061100067
192,9.13056655487441
194,4.395054551407293
196,17.772120272284877
197,1.8972609526744302
200,7.383833716513319
201,13.423046957034442
203,18.544120684582666
205,2.0023833448026505
214,16.80068105676762
218,8.363546938499011
219,12.110167269953237
220,2.990075395132432
221,12.094787699763081
224,9.674289315867846
225,4.942381937626275
228,19.858517227780784
230,13.792155592998553
231,15.015826040581114
233,4.8172427589959925
236,6.279647670899208
240,4.689734908069149
242,3.462076196146186
243,7.432218963703624
245,4.893849996358368
247,4.676773965400787
250,9.731519172632405
252,15.688299652597271
253,15.269888007983404
257,7.891098964746228
258,3.5262345722348383
259,8.632821618392285
262,4.466600164847443
266,16.04000013871999
268,2.19881752354519
269,9.20354717961122
271,5.567133070795649
273,5.785742188989603
274,17.948688624425653
275,7.794061362519991
277,1.4898839453643555
279,12.886446895928866
281,13.120609215022547
282,7.920708230057118
285,6.619620987318439
286,15.383118254687641
288,4.882050979949993
289,12.650850246210688
290,1.3907106414562425
293,1.3987527664645731
296,4.260347061847513
298,1.521968169732448
299,13.397607743072221
